QUOTE_DATE,DTE,C_GAMMA_P_GAMMA,STRIKE
2021-06-10,4,0.20403,341
2021-06-10,6,0.13139,341
2021-06-10,8,0.10417,341
2021-06-10,11,0.09419,341
2021-06-10,13,0.08336,341
2021-06-10,15,0.07526,342
2021-06-10,18,0.07111,342
2021-06-10,20,0.06491,343
2021-06-10,22,0.0603,342.5
2021-06-10,26,0.0577,343
2021-06-10,27,0.05578,342
2021-06-10,29,0.05261,343
2021-06-10,32,0.05079,343
2021-06-10,34,0.04814,343
2021-06-10,36,0.04589,344
2021-06-10,43,0.04104,344
2021-06-10,50,0.03685,345
2021-06-10,71,0.02984,346
2021-06-10,99,0.02429,349
2021-06-10,112,0.02262,349
2021-06-10,127,0.021,349
2021-06-10,190,0.01659,354
2021-06-10,204,0.01597,353
2021-06-10,225,0.01516,354
2021-06-10,281,0.01335,360
2021-06-10,294,0.01305,355
2021-06-10,372,0.01139,360
2021-06-10,554,0.00909,365
2021-06-10,589,0.0088,365
2021-06-10,918,0.00695,365
2021-06-11,0,5.53837,341
2021-06-11,3,0.35674,341
2021-06-11,5,0.16739,342
2021-06-11,7,0.1254,342
2021-06-11,10,0.10992,342
2021-06-11,12,0.09578,342
2021-06-11,14,0.08519,342
2021-06-11,17,0.08029,343
2021-06-11,19,0.07244,343
2021-06-11,21,0.06653,342.5
2021-06-11,25,0.06311,344
2021-06-11,26,0.06071,343
2021-06-11,28,0.05679,343
2021-06-11,31,0.05479,344
2021-06-11,33,0.05152,344
2021-06-11,35,0.049,344
2021-06-11,38,0.04603,340
2021-06-11,42,0.04343,346
2021-06-11,49,0.03897,345
2021-06-11,70,0.03108,348
2021-06-11,98,0.02513,350
2021-06-11,111,0.02336,349
2021-06-11,126,0.02162,351
2021-06-11,189,0.01694,355
2021-06-11,203,0.01628,355
2021-06-11,224,0.01544,356
2021-06-11,280,0.01358,360
2021-06-11,293,0.01327,359
2021-06-11,371,0.01149,365
2021-06-11,553,0.00908,370
2021-06-11,588,0.00889,365
2021-06-11,917,0.00698,390
2021-06-14,0,0.74415,345
2021-06-14,2,0.21015,344
2021-06-14,4,0.14185,345
2021-06-14,7,0.12207,345
2021-06-14,9,0.10289,345
2021-06-14,11,0.08968,345
2021-06-14,14,0.08326,345
2021-06-14,16,0.07438,346
2021-06-14,18,0.06768,346
2021-06-14,22,0.06393,346
2021-06-14,23,0.06174,346
2021-06-14,25,0.05751,346
2021-06-14,28,0.05521,347
2021-06-14,30,0.05192,347
2021-06-14,32,0.049,347
2021-06-14,35,0.0468,345
2021-06-14,39,0.04356,348
2021-06-14,46,0.03898,349
2021-06-14,67,0.03101,351
2021-06-14,95,0.02502,351
2021-06-14,108,0.02321,353
2021-06-14,123,0.02149,354
2021-06-14,186,0.0168,357
2021-06-14,200,0.01614,358
2021-06-14,221,0.01533,361
2021-06-14,277,0.01349,363
2021-06-14,290,0.01315,360
2021-06-14,368,0.01143,365
2021-06-14,550,0.00909,370
2021-06-14,585,0.00877,375
2021-06-14,914,0.00697,390
2021-06-15,1,0.19668,342
2021-06-15,3,0.12019,342
2021-06-15,6,0.10662,342
2021-06-15,8,0.09302,343
2021-06-15,10,0.08128,342
2021-06-15,13,0.07611,343
2021-06-15,15,0.06906,342
2021-06-15,17,0.06352,343
2021-06-15,21,0.06041,344
2021-06-15,22,0.05847,344
2021-06-15,24,0.05492,344
2021-06-15,27,0.05293,344
2021-06-15,29,0.04944,346
2021-06-15,31,0.04726,345
2021-06-15,34,0.04549,345
2021-06-15,36,0.04166,350
2021-06-15,38,0.04196,346
2021-06-15,45,0.03786,347.5
2021-06-15,66,0.0301,348
2021-06-15,94,0.02448,351
2021-06-15,107,0.02286,349
2021-06-15,122,0.02111,353
2021-06-15,185,0.01659,354
2021-06-15,199,0.01601,352
2021-06-15,220,0.0153,355
2021-06-15,276,0.0134,363
2021-06-15,289,0.01307,360
2021-06-15,367,0.01137,370
2021-06-15,549,0.00912,370
2021-06-15,584,0.00877,365
2021-06-15,913,0.00695,385
2021-06-16,0,0.55888,340
2021-06-16,2,0.1466,341
2021-06-16,5,0.12295,341
2021-06-16,7,0.09911,341
2021-06-16,9,0.08625,342.5
2021-06-16,12,0.08003,342
2021-06-16,14,0.07159,342
2021-06-16,16,0.06549,343
2021-06-16,20,0.06164,342
2021-06-16,21,0.05977,343
2021-06-16,23,0.05601,343
2021-06-16,26,0.05367,343
2021-06-16,28,0.0505,343
2021-06-16,30,0.04767,344
2021-06-16,33,0.04615,345
2021-06-16,35,0.04406,345
2021-06-16,37,0.04218,345
2021-06-16,44,0.03791,345
2021-06-16,65,0.0302,347
2021-06-16,93,0.02446,349
2021-06-16,106,0.02266,351
2021-06-16,121,0.0211,351
2021-06-16,184,0.01659,356
2021-06-16,198,0.016,355
2021-06-16,219,0.01516,354
2021-06-16,275,0.01336,357
2021-06-16,288,0.01302,358
2021-06-16,366,0.01131,358
2021-06-16,548,0.00905,370
2021-06-16,583,0.00877,365
2021-06-16,912,0.007,385
2021-06-17,1,0.23484,346
2021-06-17,4,0.16822,346
2021-06-17,6,0.12509,347
2021-06-17,8,0.10188,346
2021-06-17,11,0.09265,347
2021-06-17,13,0.08094,346
2021-06-17,15,0.07281,347.5
2021-06-17,19,0.06884,347
2021-06-17,20,0.06627,347
2021-06-17,22,0.06154,347
2021-06-17,25,0.05931,348
2021-06-17,27,0.05561,348
2021-06-17,29,0.05222,348
2021-06-17,32,0.04994,350
2021-06-17,34,0.04759,350
2021-06-17,36,0.04535,350
2021-06-17,43,0.04018,350
2021-06-17,64,0.03159,351
2021-06-17,92,0.02503,354
2021-06-17,105,0.02319,352
2021-06-17,120,0.02134,354
2021-06-17,183,0.01662,358
2021-06-17,197,0.01612,359
2021-06-17,218,0.01524,359
2021-06-17,274,0.01334,359
2021-06-17,287,0.01297,364
2021-06-17,365,0.01128,370
2021-06-17,547,0.00907,375
2021-06-17,582,0.00877,375
2021-06-17,911,0.00681,380
2021-06-18,0,0.91759,343
2021-06-18,3,0.19746,343
2021-06-18,5,0.11648,343
2021-06-18,7,0.09155,344
2021-06-18,10,0.08291,344
2021-06-18,12,0.0724,344
2021-06-18,14,0.06541,345
2021-06-18,18,0.06233,345
2021-06-18,19,0.05969,345
2021-06-18,21,0.05586,345
2021-06-18,24,0.05379,346
2021-06-18,26,0.0505,346
2021-06-18,28,0.04764,347
2021-06-18,31,0.04581,345
2021-06-18,33,0.04387,345
2021-06-18,35,0.04187,348
2021-06-18,38,0.0406,345
2021-06-18,42,0.0372,349
2021-06-18,63,0.02961,349
2021-06-18,91,0.02382,352
2021-06-18,104,0.02211,352
2021-06-18,119,0.02041,353
2021-06-18,182,0.01609,353
2021-06-18,196,0.01553,357
2021-06-18,217,0.01481,360
2021-06-18,273,0.01302,366
2021-06-18,286,0.01287,363
2021-06-18,364,0.01102,365
2021-06-18,546,0.00895,370
2021-06-18,581,0.00866,370
2021-06-18,910,0.00682,390
2021-06-21,0,1.17797,344
2021-06-21,2,0.19406,345
2021-06-21,4,0.1302,345
2021-06-21,7,0.11277,346
2021-06-21,9,0.09323,346
2021-06-21,11,0.08107,346
2021-06-21,15,0.07607,346
2021-06-21,16,0.07218,346
2021-06-21,18,0.06625,347
2021-06-21,21,0.06343,347
2021-06-21,23,0.05881,347
2021-06-21,25,0.05486,348
2021-06-21,28,0.05271,348
2021-06-21,30,0.04987,348
2021-06-21,32,0.04707,348
2021-06-21,35,0.0456,348
2021-06-21,39,0.04093,349
2021-06-21,60,0.03198,351
2021-06-21,88,0.02528,352
2021-06-21,101,0.02341,353
2021-06-21,116,0.02153,354
2021-06-21,179,0.01682,358
2021-06-21,193,0.01614,358
2021-06-21,214,0.01531,362
2021-06-21,270,0.01342,363
2021-06-21,283,0.01306,360
2021-06-21,361,0.01129,365
2021-06-21,543,0.00907,380
2021-06-21,578,0.00875,380
2021-06-21,907,0.00695,385
2021-06-22,1,0.31291,348
2021-06-22,3,0.16406,348
2021-06-22,6,0.13616,348
2021-06-22,8,0.10816,348
2021-06-22,10,0.09144,349
2021-06-22,14,0.08457,349
2021-06-22,15,0.07954,350
2021-06-22,17,0.0725,350
2021-06-22,20,0.069,350
2021-06-22,22,0.06333,350
2021-06-22,24,0.05885,351
2021-06-22,27,0.05655,350
2021-06-22,29,0.05302,352
2021-06-22,31,0.04997,352
2021-06-22,34,0.04857,352
2021-06-22,36,0.03025,335
2021-06-22,38,0.04322,352
2021-06-22,59,0.03324,353
2021-06-22,87,0.02599,355
2021-06-22,100,0.02391,355
2021-06-22,115,0.02202,356
2021-06-22,178,0.01697,359
2021-06-22,192,0.0164,363
2021-06-22,213,0.01556,364
2021-06-22,269,0.01352,364
2021-06-22,282,0.01315,364
2021-06-22,360,0.01134,364
2021-06-22,542,0.00906,375
2021-06-22,577,0.00879,375
2021-06-22,906,0.00685,395
2021-06-23,0,1.3448,348
2021-06-23,2,0.19905,347.5
2021-06-23,5,0.15473,348
2021-06-23,7,0.11681,348
2021-06-23,9,0.0963,349
2021-06-23,13,0.08835,349
2021-06-23,14,0.08329,349
2021-06-23,16,0.0752,350
2021-06-23,19,0.07141,350
2021-06-23,21,0.06536,350
2021-06-23,23,0.06069,350
2021-06-23,26,0.05821,350
2021-06-23,28,0.05439,352
2021-06-23,30,0.05169,351
2021-06-23,33,0.05014,352
2021-06-23,35,0.04712,352
2021-06-23,37,0.04439,352
2021-06-23,58,0.03425,353
2021-06-23,86,0.02671,355
2021-06-23,99,0.02457,357
2021-06-23,114,0.02244,357
2021-06-23,177,0.01734,362
2021-06-23,191,0.01657,360
2021-06-23,212,0.01574,363
2021-06-23,268,0.01369,367
2021-06-23,281,0.01337,365
2021-06-23,359,0.01154,365
2021-06-23,541,0.00914,375
2021-06-23,576,0.00887,380
2021-06-23,905,0.00697,385
2021-06-24,1,0.26679,350
2021-06-24,4,0.18708,350
2021-06-24,6,0.13197,350
2021-06-24,8,0.10475,351
2021-06-24,12,0.09429,351
2021-06-24,13,0.08853,351
2021-06-24,15,0.07868,352
2021-06-24,18,0.07442,352
2021-06-24,20,0.06737,352
2021-06-24,22,0.06243,352
2021-06-24,25,0.05935,352
2021-06-24,27,0.0555,352
2021-06-24,29,0.05239,352.5
2021-06-24,32,0.0507,354
2021-06-24,34,0.04756,354
2021-06-24,36,0.04469,354
2021-06-24,43,0.04031,354
2021-06-24,57,0.03432,355
2021-06-24,85,0.02664,357
2021-06-24,98,0.0245,358
2021-06-24,113,0.02245,359
2021-06-24,176,0.01717,360
2021-06-24,190,0.01648,366
2021-06-24,211,0.01562,366
2021-06-24,267,0.01358,367
2021-06-24,280,0.01321,364
2021-06-24,358,0.01147,370
2021-06-24,540,0.00912,380
2021-06-24,575,0.00878,380
2021-06-24,904,0.00686,405
2021-06-25,0,0.82799,349
2021-06-25,3,0.27533,349
2021-06-25,5,0.15873,349
2021-06-25,7,0.11986,350
2021-06-25,11,0.1062,351
2021-06-25,12,0.09835,351
2021-06-25,14,0.08635,351
2021-06-25,17,0.08106,351
2021-06-25,19,0.07283,352
2021-06-25,21,0.06682,351
2021-06-25,24,0.06364,352
2021-06-25,26,0.0608,348
2021-06-25,28,0.05533,352.5
2021-06-25,31,0.0533,352
2021-06-25,33,0.05225,350
2021-06-25,35,0.04635,354
2021-06-25,38,0.04484,355
2021-06-25,42,0.04151,354
2021-06-25,56,0.03517,355
2021-06-25,84,0.02705,357
2021-06-25,97,0.02471,357
2021-06-25,112,0.02256,359
2021-06-25,175,0.01726,363
2021-06-25,189,0.01655,362
2021-06-25,210,0.01569,365
2021-06-25,266,0.0136,367
2021-06-25,279,0.01323,369
2021-06-25,357,0.01148,374
2021-06-25,539,0.00907,385
2021-06-25,574,0.00885,370
2021-06-25,903,0.00693,390
2021-06-28,0,2.04539,353
2021-06-28,2,0.21699,354
2021-06-28,4,0.14339,354
2021-06-28,8,0.12241,354
2021-06-28,9,0.10984,354
2021-06-28,11,0.09362,354
2021-06-28,14,0.08656,355
2021-06-28,16,0.07705,355
2021-06-28,18,0.0699,356
2021-06-28,21,0.0662,356
2021-06-28,23,0.06109,356
2021-06-28,25,0.05699,356
2021-06-28,28,0.05483,356
2021-06-28,30,0.05068,358
2021-06-28,32,0.04745,357.5
2021-06-28,35,0.04616,358
2021-06-28,39,0.0422,359
2021-06-28,53,0.03544,359
2021-06-28,81,0.02704,360
2021-06-28,94,0.02476,362
2021-06-28,109,0.02259,364
2021-06-28,172,0.01718,370
2021-06-28,186,0.0165,365
2021-06-28,207,0.01561,370
2021-06-28,263,0.01349,369
2021-06-28,276,0.01315,369
2021-06-28,354,0.01141,374
2021-06-28,536,0.00904,375
2021-06-28,571,0.00873,380
2021-06-28,900,0.00682,380
2021-06-29,1,0.29828,355
2021-06-29,3,0.1611,355
2021-06-29,7,0.1323,355
2021-06-29,8,0.11686,356
2021-06-29,10,0.09652,356
2021-06-29,13,0.08892,356
2021-06-29,15,0.07813,356
2021-06-29,17,0.07021,357
2021-06-29,20,0.06667,357
2021-06-29,22,0.06188,357
2021-06-29,24,0.05742,357
2021-06-29,27,0.05504,358
2021-06-29,29,0.05075,358
2021-06-29,31,0.04723,358
2021-06-29,34,0.04591,358
2021-06-29,36,0.03321,345
2021-06-29,38,0.04181,360
2021-06-29,52,0.03491,360
2021-06-29,80,0.02659,363
2021-06-29,93,0.02428,363
2021-06-29,108,0.02211,365
2021-06-29,171,0.01679,368
2021-06-29,185,0.01613,371
2021-06-29,206,0.01531,369
2021-06-29,262,0.01317,372
2021-06-29,275,0.01293,375
2021-06-29,353,0.01118,375
2021-06-29,535,0.00889,385
2021-06-29,570,0.00866,380
2021-06-29,899,0.00679,400
2021-06-30,0,0.86997,354
2021-06-30,2,0.19465,355
2021-06-30,6,0.14962,355
2021-06-30,7,0.12908,355
2021-06-30,9,0.10384,355
2021-06-30,12,0.09355,355
2021-06-30,14,0.0818,357
2021-06-30,16,0.07348,356
2021-06-30,19,0.06889,356
2021-06-30,21,0.06355,357
2021-06-30,23,0.0589,357
2021-06-30,26,0.05608,356
2021-06-30,28,0.0513,358
2021-06-30,30,0.04795,358
2021-06-30,33,0.04645,358
2021-06-30,35,0.04412,358
2021-06-30,37,0.04221,359
2021-06-30,51,0.03505,359
2021-06-30,79,0.02658,363
2021-06-30,92,0.02409,364
2021-06-30,107,0.02205,364
2021-06-30,170,0.01675,370
2021-06-30,184,0.01611,371
2021-06-30,205,0.0152,370
2021-06-30,261,0.01323,370
2021-06-30,274,0.01289,373
2021-06-30,352,0.0112,379
2021-06-30,534,0.00887,385
2021-06-30,569,0.00863,390
2021-06-30,898,0.00679,395
2021-07-01,1,0.26404,355
2021-07-01,5,0.18493,355
2021-07-01,6,0.15383,355
2021-07-01,8,0.11775,356
2021-07-01,11,0.10533,356
2021-07-01,13,0.08949,356
2021-07-01,15,0.07878,356
2021-07-01,18,0.07448,356
2021-07-01,20,0.06801,357
2021-07-01,22,0.0626,357.5
2021-07-01,25,0.05963,358
2021-07-01,27,0.05406,358
2021-07-01,29,0.05042,358
2021-07-01,32,0.04875,358
2021-07-01,34,0.04631,358
2021-07-01,36,0.04421,359
2021-07-01,43,0.03981,360
2021-07-01,50,0.03645,360
2021-07-01,78,0.02733,362
2021-07-01,91,0.02476,363
2021-07-01,106,0.02243,366
2021-07-01,169,0.017,369
2021-07-01,183,0.01629,369
2021-07-01,204,0.0154,368
2021-07-01,260,0.01332,373
2021-07-01,273,0.01295,368
2021-07-01,351,0.01128,376
2021-07-01,364,0.01103,376
2021-07-01,533,0.00891,385
2021-07-01,568,0.00865,380
2021-07-01,897,0.00679,395
2021-07-02,0,0.82469,358
2021-07-02,4,0.28844,359
2021-07-02,5,0.20343,359
2021-07-02,7,0.14055,359
2021-07-02,10,0.12305,360
2021-07-02,12,0.10067,360
2021-07-02,14,0.08648,360
2021-07-02,17,0.08054,361
2021-07-02,19,0.07319,361
2021-07-02,21,0.06665,361
2021-07-02,24,0.06334,362
2021-07-02,26,0.05686,362
2021-07-02,28,0.05271,362
2021-07-02,31,0.05094,362
2021-07-02,33,0.04812,362
2021-07-02,35,0.04574,363
2021-07-02,38,0.044,360
2021-07-02,40,0.02154,338
2021-07-02,42,0.04109,364
2021-07-02,45,0.02042,338
2021-07-02,47,0.01628,332
2021-07-02,49,0.0374,363
2021-07-02,77,0.02769,366
2021-07-02,90,0.02506,367
2021-07-02,105,0.02273,369
2021-07-02,168,0.017,371
2021-07-02,182,0.01628,372
2021-07-02,203,0.01537,372
2021-07-02,259,0.01329,378
2021-07-02,272,0.01295,376
2021-07-02,350,0.01116,379
2021-07-02,363,0.01092,382
2021-07-02,532,0.00888,390
2021-07-02,567,0.00865,390
2021-07-02,896,0.00666,390
2021-07-06,0,0.72935,360
2021-07-06,1,0.28241,360
2021-07-06,3,0.15308,361
2021-07-06,6,0.12858,361
2021-07-06,8,0.1007,362
2021-07-06,10,0.08621,362
2021-07-06,13,0.07989,362
2021-07-06,15,0.07248,362
2021-07-06,17,0.0666,362.5
2021-07-06,20,0.06334,362
2021-07-06,22,0.05612,362
2021-07-06,24,0.05214,363
2021-07-06,27,0.05027,364
2021-07-06,29,0.04767,364
2021-07-06,31,0.04513,362.5
2021-07-06,34,0.04382,365
2021-07-06,36,0.02017,338
2021-07-06,38,0.04045,365
2021-07-06,41,0.02012,338
2021-07-06,43,0.01575,332
2021-07-06,45,0.03666,365
2021-07-06,73,0.02729,367
2021-07-06,86,0.02463,370
2021-07-06,101,0.02232,368
2021-07-06,164,0.01683,373
2021-07-06,178,0.0161,376
2021-07-06,199,0.01523,371
2021-07-06,255,0.01316,381
2021-07-06,268,0.01277,382
2021-07-06,346,0.01104,379
2021-07-06,359,0.01086,380
2021-07-06,528,0.00874,395
2021-07-06,563,0.00852,395
2021-07-06,892,0.00665,400
2021-07-07,0,2.48201,361
2021-07-07,2,0.17599,361
2021-07-07,5,0.14022,362
2021-07-07,7,0.10567,362
2021-07-07,9,0.08832,362
2021-07-07,12,0.08199,362
2021-07-07,14,0.07346,363
2021-07-07,16,0.0667,363
2021-07-07,19,0.0633,364
2021-07-07,21,0.05623,364
2021-07-07,23,0.05166,364
2021-07-07,26,0.04995,365
2021-07-07,28,0.04739,364
2021-07-07,30,0.04477,364
2021-07-07,33,0.04365,365
2021-07-07,35,0.04184,365
2021-07-07,37,0.04018,366
2021-07-07,40,0.01948,338
2021-07-07,42,0.01528,332
2021-07-07,44,0.03641,367
2021-07-07,72,0.02703,369
2021-07-07,85,0.02443,369
2021-07-07,100,0.02218,369
2021-07-07,163,0.01669,374
2021-07-07,177,0.01597,374
2021-07-07,198,0.01512,375
2021-07-07,254,0.01304,379
2021-07-07,267,0.01272,380
2021-07-07,345,0.01105,386
2021-07-07,358,0.0108,386
2021-07-07,527,0.00873,385
2021-07-07,562,0.00844,400
2021-07-07,891,0.00662,400
2021-07-08,1,0.21072,360
2021-07-08,4,0.1398,359
2021-07-08,6,0.09544,360
2021-07-08,8,0.0781,360
2021-07-08,11,0.07222,361
2021-07-08,13,0.066,360
2021-07-08,15,0.05908,360
2021-07-08,18,0.05716,362
2021-07-08,20,0.05073,362
2021-07-08,22,0.04753,364
2021-07-08,25,0.04549,362
2021-07-08,27,0.04371,364
2021-07-08,29,0.0413,361
2021-07-08,32,0.04027,365
2021-07-08,34,0.03855,362
2021-07-08,36,0.03741,364
2021-07-08,39,0.02203,338
2021-07-08,41,0.0165,332
2021-07-08,43,0.03395,366
2021-07-08,50,0.03089,366
2021-07-08,71,0.02566,364
2021-07-08,84,0.02355,368
2021-07-08,99,0.02128,368
2021-07-08,162,0.01627,372
2021-07-08,176,0.01557,374
2021-07-08,197,0.01475,374
2021-07-08,253,0.01284,378
2021-07-08,266,0.01247,375
2021-07-08,344,0.01089,382
2021-07-08,357,0.0107,383
2021-07-08,526,0.00865,385
2021-07-08,561,0.00845,385
2021-07-08,890,0.00663,405
2021-07-09,0,2.60659,361
2021-07-09,3,0.23396,361
2021-07-09,5,0.12754,362
2021-07-09,7,0.1001,362
2021-07-09,10,0.09117,363
2021-07-09,12,0.07957,362
2021-07-09,14,0.07119,362.5
2021-07-09,17,0.06697,362
2021-07-09,19,0.05913,364
2021-07-09,21,0.05424,364
2021-07-09,24,0.05229,364
2021-07-09,26,0.0494,364
2021-07-09,28,0.04654,365
2021-07-09,31,0.04512,364
2021-07-09,33,0.0432,366
2021-07-09,35,0.04151,366
2021-07-09,38,0.04058,365
2021-07-09,40,0.0152,332
2021-07-09,42,0.03753,366
2021-07-09,49,0.03406,366
2021-07-09,70,0.0277,369
2021-07-09,83,0.02493,369
2021-07-09,98,0.02259,370
2021-07-09,161,0.01689,374
2021-07-09,175,0.01618,375
2021-07-09,196,0.01527,374
2021-07-09,252,0.0132,379
2021-07-09,265,0.01282,375
2021-07-09,343,0.0111,384
2021-07-09,356,0.01092,383
2021-07-09,525,0.00873,390
2021-07-09,560,0.00844,385
2021-07-09,889,0.00661,390
2021-07-12,0,1.1806,362
2021-07-12,2,0.1726,362
2021-07-12,4,0.12562,363
2021-07-12,7,0.11074,363
2021-07-12,9,0.09297,364
2021-07-12,11,0.08153,364
2021-07-12,14,0.076,364
2021-07-12,16,0.06521,365
2021-07-12,18,0.0592,365
2021-07-12,21,0.05683,365
2021-07-12,23,0.05321,366
2021-07-12,25,0.04996,366
2021-07-12,28,0.04834,366
2021-07-12,30,0.04604,366
2021-07-12,32,0.04399,368
2021-07-12,35,0.04275,366
2021-07-12,37,0.01479,332
2021-07-12,39,0.03939,366
2021-07-12,46,0.03535,367
2021-07-12,67,0.02841,371
2021-07-12,80,0.02547,372
2021-07-12,95,0.02292,370
2021-07-12,158,0.01701,376
2021-07-12,172,0.01631,375
2021-07-12,193,0.01535,378
2021-07-12,249,0.01319,379
2021-07-12,262,0.01284,380
2021-07-12,340,0.0111,384
2021-07-12,353,0.01091,380
2021-07-12,522,0.00879,395
2021-07-12,557,0.0085,400
2021-07-12,886,0.00667,400
2021-07-13,1,0.23333,362
2021-07-13,3,0.13283,363
2021-07-13,6,0.11107,363
2021-07-13,8,0.09136,364
2021-07-13,10,0.0791,362.5
2021-07-13,13,0.07309,365
2021-07-13,15,0.06245,365
2021-07-13,17,0.0567,365
2021-07-13,20,0.05446,365
2021-07-13,22,0.05118,366
2021-07-13,24,0.04795,367
2021-07-13,27,0.0466,365
2021-07-13,29,0.0444,366
2021-07-13,31,0.0424,367.5
2021-07-13,34,0.04107,365
2021-07-13,36,0.04004,366
2021-07-13,38,0.03815,368
2021-07-13,45,0.03432,368
2021-07-13,66,0.02777,370
2021-07-13,79,0.02498,369
2021-07-13,94,0.0226,372
2021-07-13,129,0.0147,398
2021-07-13,157,0.01673,378
2021-07-13,171,0.01607,375
2021-07-13,192,0.01517,380
2021-07-13,248,0.01309,380
2021-07-13,261,0.01271,384
2021-07-13,339,0.01102,382
2021-07-13,352,0.0108,383
2021-07-13,521,0.00874,395
2021-07-13,556,0.00841,390
2021-07-13,885,0.00666,400
2021-07-14,0,0.36515,364
2021-07-14,2,0.18056,364
2021-07-14,5,0.13866,363
2021-07-14,7,0.1066,364
2021-07-14,9,0.08984,364
2021-07-14,12,0.08207,365
2021-07-14,14,0.06821,365
2021-07-14,16,0.06076,366
2021-07-14,19,0.05837,366
2021-07-14,21,0.05455,365
2021-07-14,23,0.05116,366
2021-07-14,26,0.04954,366
2021-07-14,28,0.04694,368
2021-07-14,30,0.04469,367.5
2021-07-14,33,0.04373,366
2021-07-14,35,0.0416,366
2021-07-14,37,0.03995,367
2021-07-14,44,0.0357,367
2021-07-14,65,0.0284,371
2021-07-14,78,0.02563,370
2021-07-14,93,0.02297,372
2021-07-14,128,0.01904,376
2021-07-14,156,0.01684,375
2021-07-14,170,0.01619,376
2021-07-14,191,0.01526,380
2021-07-14,247,0.01307,384
2021-07-14,260,0.01278,378
2021-07-14,338,0.01102,384
2021-07-14,351,0.01077,387
2021-07-14,520,0.00873,390
2021-07-14,555,0.00844,390
2021-07-14,884,0.00656,395
2021-07-15,1,0.28013,360
2021-07-15,4,0.16811,361
2021-07-15,6,0.11793,361
2021-07-15,8,0.09533,362
2021-07-15,11,0.08644,362
2021-07-15,13,0.07068,362
2021-07-15,15,0.06285,363
2021-07-15,18,0.05984,362
2021-07-15,20,0.05618,364
2021-07-15,22,0.05241,364
2021-07-15,25,0.0507,364
2021-07-15,27,0.04822,364
2021-07-15,29,0.04594,365
2021-07-15,32,0.0446,365
2021-07-15,34,0.04279,365
2021-07-15,36,0.04098,365
2021-07-15,43,0.03643,366
2021-07-15,64,0.02884,368
2021-07-15,77,0.02574,369
2021-07-15,92,0.02313,371
2021-07-15,127,0.01896,370
2021-07-15,155,0.017,373
2021-07-15,169,0.01621,371
2021-07-15,190,0.01523,372
2021-07-15,246,0.01319,378
2021-07-15,259,0.01281,376
2021-07-15,337,0.01105,381
2021-07-15,350,0.01083,379
2021-07-15,519,0.00874,390
2021-07-15,554,0.00847,395
2021-07-15,883,0.0066,400
2021-07-16,0,0.96518,357
2021-07-16,3,0.20524,358
2021-07-16,5,0.12117,359
2021-07-16,7,0.09626,359
2021-07-16,10,0.0861,360
2021-07-16,12,0.07007,360
2021-07-16,14,0.06169,360
2021-07-16,17,0.0589,360
2021-07-16,19,0.05478,362
2021-07-16,21,0.05135,361
2021-07-16,24,0.04976,362
2021-07-16,26,0.04719,362
2021-07-16,28,0.04498,364
2021-07-16,31,0.04357,362
2021-07-16,33,0.04178,362
2021-07-16,35,0.04011,364
2021-07-16,38,0.01603,330
2021-07-16,42,0.03574,363
2021-07-16,63,0.02836,365
2021-07-16,76,0.0254,365
2021-07-16,91,0.0229,368
2021-07-16,126,0.01885,370
2021-07-16,154,0.01693,370
2021-07-16,168,0.01617,372
2021-07-16,189,0.01529,371
2021-07-16,245,0.01322,375
2021-07-16,258,0.01277,380
2021-07-16,336,0.01118,388
2021-07-16,349,0.01114,374
2021-07-16,518,0.00881,385
2021-07-16,553,0.00856,390
2021-07-16,882,0.00671,400
2021-07-19,0,1.0288,355
2021-07-19,2,0.13743,355
2021-07-19,4,0.09936,356
2021-07-19,7,0.08563,356
2021-07-19,9,0.06881,356
2021-07-19,11,0.06067,357
2021-07-19,14,0.05753,358
2021-07-19,16,0.05301,358
2021-07-19,18,0.04933,357.5
2021-07-19,21,0.04741,358
2021-07-19,23,0.04504,360
2021-07-19,25,0.04286,359
2021-07-19,28,0.04156,360
2021-07-19,30,0.03958,360
2021-07-19,32,0.03816,362
2021-07-19,35,0.03713,361
2021-07-19,39,0.03404,362
2021-07-19,60,0.02703,363
2021-07-19,73,0.02444,363
2021-07-19,88,0.02208,365
2021-07-19,123,0.01838,367
2021-07-19,151,0.0165,367
2021-07-19,165,0.01581,368
2021-07-19,186,0.0149,370
2021-07-19,242,0.01295,372
2021-07-19,255,0.01259,371
2021-07-19,333,0.01094,380
2021-07-19,346,0.01073,378
2021-07-19,515,0.00873,375
2021-07-19,550,0.00848,385
2021-07-19,879,0.00665,405
2021-07-20,1,0.24297,359
2021-07-20,3,0.13971,359
2021-07-20,6,0.11507,360
2021-07-20,8,0.08462,362
2021-07-20,10,0.0729,361
2021-07-20,13,0.06893,362
2021-07-20,15,0.06281,362
2021-07-20,17,0.05788,362.5
2021-07-20,20,0.05547,362
2021-07-20,22,0.05219,364
2021-07-20,24,0.04925,364
2021-07-20,27,0.04761,364
2021-07-20,29,0.04524,364
2021-07-20,31,0.04316,364
2021-07-20,34,0.04183,363
2021-07-20,36,0.03864,360
2021-07-20,38,0.03786,365
2021-07-20,59,0.02929,367
2021-07-20,72,0.02601,368
2021-07-20,87,0.0233,369
2021-07-20,122,0.01908,371
2021-07-20,150,0.01701,370
2021-07-20,164,0.01627,372
2021-07-20,185,0.0153,372
2021-07-20,241,0.01314,375
